,listing_id,id,date,reviewer_id,reviewer_name,comments,Rating
372810,3129731,37895472,2015-07-11,4204566,David,Hans was the perfect host He was great to communicate before and during my stay It was in the perfect location of NYC with easy access to everything I needed Hans' apartment has the most stunning terrace with views of the city and skyline  Two thumbs up,4
145305,14322869,108561407,2016-10-16,42165170,Yiren,Aimee's house is comfortable quiet and convenient My parents and I had a wonderful time staying here My mom found out with great pleasure that the kitchen had everything you need to cook anything you want and the apartment was a block away from a major grocery store We saw Aimee a few times around the house and she would always kindly greet us and make sure we had everything we need I would highly recommend this place to my friends as well as other travelers,4
630420,11060328,126513113,2017-01-12,67928056,Nigar,Jada's house so cute  huge bedrooms with comfortable mattresswhat very important for me Everything what you need just into - mints a walk Its good choice Thank you JadaBest Nigar,5
446248,9064394,58108523,2015-12-31,2170023,Justin,Checking into the apartment was straightforward and easy The apartment is a ways out there in Jamaica but with taking the express train and the bus at Kew Gardens I was able to get into the city really easily The apartment was very clean and there was a flat screen TV w/ cable in the living room that all the guests were sitting around communally watching I would come back for sure,4
245006,7112684,72503620,2016-05-03,63895595,Amy,My husband and I rented this beautiful home for  nights to visit our daughter who lives one block away We really enjoyed the beautiful place and the very generous hospitality Shahar was very communicative and was quick to reply to any question and offer help Even though Danielle and Shahar were out of the country during our stay they kept in touch by text messages to make sure everything is fine with us ,5
622819,4109246,63799344,2016-02-27,55644162,Maria Inmaculada,El alojamiento fue muy confortablecarrie nos hizo sentir muy agusto los días que estuvimos en su casa y fue toda una experiencia vivir en una casa newyorkina,1
655055,4198764,22736144,2014-11-13,22210588,Klaus,Tanya and her boyfriend as well as their roommate were great hosts I enjoyed my stay and felt “at home” from the first minute We had always a good mixture of nice talks and busy work in the living room The apartment is located in a great neighborhood and so central that I could reach most places of my interest within a walking distance or only a few subway stops I can definitely recommend staying here when you are in the East Village ,4
550023,4340161,87247102,2016-07-19,34014318,Song,Nice and clean ,5
359172,921441,108276897,2016-10-15,94791653,Olaf,Excellent stay very cozy and comfortable place I felt very welcome and at home really Michelle was very nice and helpful with everything too,5
130024,16808899,136852692,2017-03-12,116414236,Sonia,This was a perfect location for us as we had runners racing at the Armory which is just a - minute walk away Close to a few small grocers and restaurants Safe neighborhood although some pedestrian noise at night/early morning Very responsive host,5
560601,872008,15130882,2014-07-03,9232155,Patricia,I only met Ryan briefly when he came to to see how things were As I arrived rather late I used the lockbox to obtain the key and get into the room It was a little difficult to get this information as they sent me the code shortly before my arrival via e-mail and I had no wifi But it all worked out with the help of a friendThe room itself was lovely and looks just as the pictures show It was clean the wifi was good and reliable and it was really great having netflix There were several subway stations within a few blocks and it was easy to get into Manhattan ,5
621822,823880,136235739,2017-03-09,110271555,John,The apartment is great  very cozy and clean The neighborhood is good a lot of places to eat and near the subway  Anja is a really nice host  Highly recommended ,4
138695,7827908,122454392,2016-12-23,39649747,Artem,Alicia's place has a separate bathroom for guests which is super-comfortable The location is also awesome - min to subway stations and min to Manhattan Overall Alicia's place is ideal for sightseeing NYC,5
95986,3973872,82500784,2016-06-27,50544805,Chloe,Awesome and peaceful,5
82227,9772152,72566316,2016-05-03,2121269,Gary,Just stayed for one week at JC's apartment Location is great just half a block from the subway half a block from the Chelsea Market close to the Meatpacking District close to the Highline and close to Citibike locations Easy walk to all of Chelsea and the West Village So many coffee shops bars and restaurants close by (including a great coffee shop right at the door to the building) The apartment is a typically small NY studio comfortable for  or  people The bed was comfortable and the apartment had everything I needed I had trouble with the WiFi with my laptop but it worked just fine plugged in to the modem I would stay here again,4
420462,14787890,137118996,2017-03-13,118922527,Austin,Great host All around a great time Do not hesitate to book your stay you won't be disappointed,3
11222,2701991,91264272,2016-08-04,62009331,Cynthia,According to the other reviews we were lucky enough to have a one off poor experience at Lauren's place Prior to arrival I confirmed registration time of pm Lauren said that she would be at the apartment waiting for us We arrive pm We were not given the apartment number and did not know who to ring to get in We had to go to Starbucks for wifi (which is conveniently located a block away) to get a hold of her  We waited but no response We started to buzz a few apartments to see if we could find her (she was supposed to be at the apartment right)Somebody let us in on the th floor We assumed it was her so we went up Nope Finally we took our phone off airplane mode () and called her Ken was coming to let us in Finally by  Ken arrived After an  hour travel waiting almost an hour feels like an eternity We could have forgotten this but the entire trip it felt as though we weren't planned for Not enough toilet paper Not enough hand soap for the washroom No pillow covers for the extra pillows in the cupboard Dusty bedroom furniture Washroom lint especially behind the pipe/door had its own zip code Tv didn't work from day one Could see the guide but the channel was black Apparently WE inadvertently unplugged it somehow before we even got there We had no internet one night Contacted Lauren It was very late so I'm not surprised she didn't respond Texted Ken (cause he told us to if we had any issues) To do so we had to take our phones off airplane mode again ()He wasn't able to help us But the next day neither of them contacted us to  make sure the internet was up & running Had to contact them to let them know that we were still there with no internet One day just before we wanted to leave we had a lady and man come for a paint inspection Lauren had no idea of this and was unable to warn us about this or schedule a later time for them to come back They were insistent that it would only take  minutes and had to be done then It was inconvenient We waited We weren't sure what else to do Otherwise we had a great time The large room is quite noisy with the restaurant music below With the AC unit being in the window it allows more noise to come through so be prepared for that The apartment is in a very convenient location We really liked Harlem Babalucci's has delicious pizza The Subway is just a block away Pioneer grocery store was so close and had a great selection of organic food ,4
